RESPONSES_identifier,RESPONSES_question_id,RESPONSES_respondent_id,RESPONSES_answer_id,RESPONSES_free_response_answer,RESPONSES_zooniverse_choice_answer_data,RESPONSES_image,RESPONSES_code_id,RESPONSES_tags
3d69770e-a90b-4070-af1d-d8601bfaea3d,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72406b,04afc10e-b8f5-4157-8f96-3192d70718f1,"My contacts with Negroes have been superficial, but I believe it is best to keep them separate","{""S032w.Q.63"":""04afc10e-b8f5-4157-8f96-3192d70718f1""}",3d69770e-a90b-4070-af1d-d8601bfaea3d.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
4dba1fa3-e77d-4033-885a-ea3051dc8ede,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72406c,8550422f-89d5-479f-80de-03c5af2f1b30,Only in combat duty should they be in same outfit.,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",4dba1fa3-e77d-4033-885a-ea3051dc8ede.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
9ae0c56d-972e-4894-88b0-942bdc2d3c8d,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72406d,b35b0c2a-a067-4135-be2f-eb97a25c21fd,,"{""S032w.Q.63"":""b35b0c2a-a067-4135-be2f-eb97a25c21fd""}",9ae0c56d-972e-4894-88b0-942bdc2d3c8d.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
11eb940f-d38e-4bfb-8801-e3ff5920a36f,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72406e,8550422f-89d5-479f-80de-03c5af2f1b30,Because I would not like to sleep by a Negro.,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",11eb940f-d38e-4bfb-8801-e3ff5920a36f.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
163df06f-83b1-4918-b0e8-cceac30a2b64,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72406f,8550422f-89d5-479f-80de-03c5af2f1b30,,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",163df06f-83b1-4918-b0e8-cceac30a2b64.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
5268b087-e191-44cb-90a0-9f30cfaeb0d7,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72407a,8550422f-89d5-479f-80de-03c5af2f1b30,They will be proud of their own outfit and try to gain a good reputation for it.,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",5268b087-e191-44cb-90a0-9f30cfaeb0d7.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
7446e54f-2bb7-4eed-b2de-8965a4f51ac7,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72407b,b35b0c2a-a067-4135-be2f-eb97a25c21fd,,"{""S032w.Q.63"":""b35b0c2a-a067-4135-be2f-eb97a25c21fd""}",7446e54f-2bb7-4eed-b2de-8965a4f51ac7.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
b0ed817c-d5da-4085-ab5b-e79a6765df38,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72407c,8550422f-89d5-479f-80de-03c5af2f1b30,Being from the south I think the two groups wouldn't get along.,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",b0ed817c-d5da-4085-ab5b-e79a6765df38.jpg,S032w.Q.63-code01,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
b077fe2a-c85c-4ab9-a186-2df62c8e583e,S032w.Q.63,54836b78-18a6-4f3c-8661-ef022d72407d,8550422f-89d5-479f-80de-03c5af2f1b30,Think they would work better together then in mixed outfits.,"{""S032w.Q.63"":""8550422f-89d5-479f-80de-03c5af2f1b30""}",b077fe2a-c85c-4ab9-a186-2df62c8e583e.jpg,S032w.Q.63-code03,7525a26c-c5b6-4aab-a68e-b3bd3840fb76
7a876042-9043-43f4-a87b-f1dc54347f28,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d72407e,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",7a876042-9043-43f4-a87b-f1dc54347f28.jpg,null,null
8aaee84d-5ae7-41c7-b283-f17c914cba7e,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d72407f,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",8aaee84d-5ae7-41c7-b283-f17c914cba7e.jpg,null,null
9d2e462a-aa59-431d-9d97-88bffdca3e8c,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d724080,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",9d2e462a-aa59-431d-9d97-88bffdca3e8c.jpg,null,null
43f7e229-f9e3-4dd6-895c-1f8a0c16bf9a,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d724081,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",43f7e229-f9e3-4dd6-895c-1f8a0c16bf9a.jpg,null,null
67766c65-a49c-487d-b320-03be485421be,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d724082,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",67766c65-a49c-487d-b320-03be485421be.jpg,null,null
b652b228-6e81-485c-98ff-45f59e2c671e,S032c.Q.78,54836b78-18a6-4f3c-8661-ef022d724083,8550422f-89d5-479f-80de-03c5af2f1b14,,"{""S032c.Q.78"":""8550422f-89d5-479f-80de-03c5af2f1b14""}",b652b228-6e81-485c-98ff-45f59e2c671e.jpg,null,null
3f8f33b1-b2f1-41b8-aeca-ab8c2d423be5,S040w.Q.79,54836b78-18a6-4f3c-8661-ef022d724084,8550422f-89d5-479f-80de-03c5af2f1b15,,"{""S040w.Q.79"":""8550422f-89d5-479f-80de-03c5af2f1b15""}",3f8f33b1-b2f1-41b8-aeca-ab8c2d423be5.jpg,null,null
6a35fa20-0fe1-4dbc-8753-165db9f66e76,S040w.Q.79,54836b78-18a6-4f3c-8661-ef022d724085,8550422f-89d5-479f-80de-03c5af2f1b15,,"{""S040w.Q.79"":""8550422f-89d5-479f-80de-03c5af2f1b15""}",6a35fa20-0fe1-4dbc-8753-165db9f66e76.jpg,null,null
185556f5-6b89-4323-99ec-bf6519a50a7d,S040w.Q.79,54836b78-18a6-4f3c-8661-ef022d724086,8550422f-89d5-479f-80de-03c5af2f1b15,,"{""S040w.Q.79"":""8550422f-89d5-479f-80de-03c5af2f1b15""}",185556f5-6b89-4323-99ec-bf6519a50a7d.jpg,null,null
1c8c4095-7358-4e2d-b156-89091709b2d2,S063E.Q.100,54836b78-18a6-4f3c-8661-ef022d724087,8550422f-89d5-479f-80de-03c5af2f1b16,,"{""S063E.Q.100"":""8550422f-89d5-479f-80de-03c5af2f1b16""}",1c8c4095-7358-4e2d-b156-89091709b2d2.jpg,null,null
3caa469a-cdca-4402-aa4d-d8e2e63bda00,S063E.Q.100,54836b78-18a6-4f3c-8661-ef022d724088,8550422f-89d5-479f-80de-03c5af2f1b16,,"{""S063E.Q.100"":""8550422f-89d5-479f-80de-03c5af2f1b16""}",3caa469a-cdca-4402-aa4d-d8e2e63bda00.jpg,null,null
58bb42d1-117b-4f17-a70b-95ced4a291ae,S063F.Q.97-101,54836b78-18a6-4f3c-8661-ef022d724089,8550422f-89d5-479f-80de-03c5af2f2b17,,"{""S063F.Q.97-101"":""8550422f-89d5-479f-80de-03c5af2f2b17""}",58bb42d1-117b-4f17-a70b-95ced4a291ae.jpg,null,null
1a20a5bf-36b4-410f-932f-9c34f23d724a,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72409d,8550422f-89d5-479f-80de-03c5af2f1b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f1b18""}",1a20a5bf-36b4-410f-932f-9c34f23d724a.jpg,null,null
9c09a9e5-e291-4bda-b455-2c07fceff9d9,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72409e,8550422f-89d5-479f-80de-03c5af2f3b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f3b18""}",9c09a9e5-e291-4bda-b455-2c07fceff9d9.jpg,null,null
36c1066b-165e-44fb-b3c1-ce24f5b5a84d,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72409f,8550422f-89d5-479f-80de-03c5af2f3b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f3b18""}",36c1066b-165e-44fb-b3c1-ce24f5b5a84d.jpg,null,null
823ba3a0-0c6f-454b-a717-856ce42e0b55,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72410a,8550422f-89d5-479f-80de-03c5af2f4b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f4b18""}",823ba3a0-0c6f-454b-a717-856ce42e0b55.jpg,null,null
2111731e-c99d-4a02-9814-3e32f730cced,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72410b,8550422f-89d5-479f-80de-03c5af2f1b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f1b18""}",2111731e-c99d-4a02-9814-3e32f730cced.jpg,null,null
d43c575e-aa53-413d-bc16-64aaf008dd6a,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72410d,8550422f-89d5-479f-80de-03c5af2f1b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f1b18""}",d43c575e-aa53-413d-bc16-64aaf008dd6a.jpg,null,null
aa1df257-798e-4380-b09b-295d8a3e0752,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72410e,8550422f-89d5-479f-80de-03c5af2f2b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f2b18""}",aa1df257-798e-4380-b09b-295d8a3e0752.jpg,null,null
d63b1184-beb4-44bc-b0d4-9ad402052e54,S063G.Q.97-98,54836b78-18a6-4f3c-8661-ef022d72410f,8550422f-89d5-479f-80de-03c5af2f4b18,,"{""S063G.Q.97-98"":""8550422f-89d5-479f-80de-03c5af2f4b18""}",d63b1184-beb4-44bc-b0d4-9ad402052e54.jpg,null,null
5e26dca9-071a-441f-a84e-f9419d0a8e36,S064w.Q.95-97,54836b78-18a6-4f3c-8661-ef022d724101,8550422f-89d5-479f-80de-03c5af2f1b19,,"{""S064w.Q.95-97"":""8550422f-89d5-479f-80de-03c5af2f1b19""}",5e26dca9-071a-441f-a84e-f9419d0a8e36.jpg,null,null
26bb6572-6ead-4f4d-9b44-24288f60932a,S064w.Q.95-97,54836b78-18a6-4f3c-8661-ef022d724102,8550422f-89d5-479f-80de-03c5af2f4b19,,"{""S064w.Q.95-97"":""8550422f-89d5-479f-80de-03c5af2f4b19""}",26bb6572-6ead-4f4d-9b44-24288f60932a.jpg,null,null
bb3b6f7f-d822-436a-a39d-4f36984e4338,S064w.Q.95-97,54836b78-18a6-4f3c-8661-ef022d724103,8550422f-89d5-479f-80de-03c5af2f4b19,,"{""S064w.Q.95-97"":""8550422f-89d5-479f-80de-03c5af2f4b19""}",bb3b6f7f-d822-436a-a39d-4f36984e4338.jpg,null,null
d2a973eb-9879-49eb-9d51-379b07e5ee52,S064w.Q.95-97,54836b78-18a6-4f3c-8661-ef022d724104,8550422f-89d5-479f-80de-03c5af2f1b19,,"{""S064w.Q.95-97"":""8550422f-89d5-479f-80de-03c5af2f1b19""}",d2a973eb-9879-49eb-9d51-379b07e5ee52.jpg,null,null
d10e78fd-16f3-4c9a-b21b-b1e3784efb4d,S064w.Q.95-97,54836b78-18a6-4f3c-8661-ef022d724105,8550422f-89d5-479f-80de-03c5af2f3b19,,"{""S064w.Q.95-97"":""8550422f-89d5-479f-80de-03c5af2f3b19""}",d10e78fd-16f3-4c9a-b21b-b1e3784efb4d.jpg,null,null
f465e2d6-e820-4b12-b9bc-500412f47802,S077B.Q.103,54836b78-18a6-4f3c-8661-ef022d724106,8550422f-89d5-479f-80de-03c5af2f1b1a,,"{""S077B.Q.103"":""8550422f-89d5-479f-80de-03c5af2f1b1a""}",f465e2d6-e820-4b12-b9bc-500412f47802.jpg,null,null
9330a871-f3c3-45a9-9714-72d5ec7021cb,S079w.Q.80,54836b78-18a6-4f3c-8661-ef022d724107,8550422f-89d5-479f-80de-03c5af2f1b1b,,"{""S079w.Q.80"":""8550422f-89d5-479f-80de-03c5af2f1b1b""}",9330a871-f3c3-45a9-9714-72d5ec7021cb.jpg,null,null
8b41afe3-a8ce-4c81-aa3a-a035a50e34b4,S086w.Q.101,54836b78-18a6-4f3c-8661-ef022d724108,8550422f-89d5-479f-80de-03c5af2f1b1c,,"{""S086w.Q.101"":""8550422f-89d5-479f-80de-03c5af2f1b1c""}",8b41afe3-a8ce-4c81-aa3a-a035a50e34b4.jpg,null,null
161c1151-b5d4-42ea-9b1b-69735662de1c,S086w.Q.101,54836b78-18a6-4f3c-8661-ef022d724109,8550422f-89d5-479f-80de-03c5af2f1b1c,,"{""S086w.Q.101"":""8550422f-89d5-479f-80de-03c5af2f1b1c""}",161c1151-b5d4-42ea-9b1b-69735662de1c.jpg,null,null
674de917-0148-4c14-a3d5-aec5a5ebdf11,S086w.Q.101,54836b78-18a6-4f3c-8661-ef022d724110,8550422f-89d5-479f-80de-03c5af2f1b1c,,"{""S086w.Q.101"":""8550422f-89d5-479f-80de-03c5af2f1b1c""}",674de917-0148-4c14-a3d5-aec5a5ebdf11.jpg,null,null
c25c7369-48bf-40e9-9002-132d706bbb8e,S086w.Q.101,54836b78-18a6-4f3c-8661-ef022d724111,8550422f-89d5-479f-80de-03c5af2f1b1c,,"{""S086w.Q.101"":""8550422f-89d5-479f-80de-03c5af2f1b1c""}",c25c7369-48bf-40e9-9002-132d706bbb8e.jpg,null,null
36c70114-e01f-43de-8fbc-201216787b50,S141w.Q.83,54836b78-18a6-4f3c-8661-ef022d724112,8550422f-89d5-479f-80de-03c5af2f1b1d,,"{""S141w.Q.83"":""8550422f-89d5-479f-80de-03c5af2f1b1d""}",36c70114-e01f-43de-8fbc-201216787b50.jpg,null,null
a6244b42-350b-469d-bffd-c04764b3e697,S141w.Q.83,54836b78-18a6-4f3c-8661-ef022d724113,8550422f-89d5-479f-80de-03c5af2f1b1d,,"{""S141w.Q.83"":""8550422f-89d5-479f-80de-03c5af2f1b1d""}",a6244b42-350b-469d-bffd-c04764b3e697.jpg,null,null
6b7ff46e-99d0-4ca5-af0c-660bcf365fdf,S1060w.Q.46-49,54836b78-18a6-4f3c-8661-ef022d72411a,8550422f-89d5-479f-80de-03c5af2f1b4a,,"{""S1060w.Q.46-49"":""8550422f-89d5-479f-80de-03c5af2f1b4a""}",6b7ff46e-99d0-4ca5-af0c-660bcf365fdf.jpg,null,null
b5a55cee-d469-4fba-b0ca-7e40b7bfe112,S1060w.Q.46-49,54836b78-18a6-4f3c-8661-ef022d72411b,8550422f-89d5-479f-80de-03c5af2f1b4b,,"{""S1060w.Q.46-49"":""8550422f-89d5-479f-80de-03c5af2f1b4b""}",b5a55cee-d469-4fba-b0ca-7e40b7bfe112.jpg,null,null
cec2ac55-1753-4399-92b0-6cbd40e98684,S1060w.Q.46-49,54836b78-18a6-4f3c-8661-ef022d72411c,8550422f-89d5-479f-80de-03c5af2f1b4a,,"{""S1060w.Q.46-49"":""8550422f-89d5-479f-80de-03c5af2f1b4a""}",cec2ac55-1753-4399-92b0-6cbd40e98684.jpg,null,null
2712bf0f-ec91-4bce-bd5f-1859598c4320,S1060c.Q.49-51,54836b78-18a6-4f3c-8661-ef022d72412d,8550422f-89d5-479f-80de-03c5af2f2b1e,,"{""S1060c.Q.49-51"":""8550422f-89d5-479f-80de-03c5af2f2b1e""}",2712bf0f-ec91-4bce-bd5f-1859598c4320.jpg,null,null
7392de9d-e1b3-42ab-b236-a74bda416aa4,S1060c.Q.49-51,54836b78-18a6-4f3c-8661-ef022d72412e,8550422f-89d5-479f-80de-03c5af2f1b1e,,"{""S1060c.Q.49-51"":""8550422f-89d5-479f-80de-03c5af2f1b1e""}",7392de9d-e1b3-42ab-b236-a74bda416aa4.jpg,null,null
54458620-5ea6-4d2c-9f42-d107a94aed25,S1060c.Q.49-51,54836b78-18a6-4f3c-8661-ef022d72412f,8550422f-89d5-479f-80de-03c5af2f1b1e,,"{""S1060c.Q.49-51"":""8550422f-89d5-479f-80de-03c5af2f1b1e""}",54458620-5ea6-4d2c-9f42-d107a94aed25.jpg,null,null
317b0ed8-fbc3-48cf-8669-21278798fadf,S106H.Q.72-73,54836b78-18a6-4f3c-8661-ef022d724130,8550422f-89d5-479f-80de-03c5af2f1b1f,,"{""S106H.Q.72-73"":""8550422f-89d5-479f-80de-03c5af2f1b1f""}",317b0ed8-fbc3-48cf-8669-21278798fadf.jpg,null,null
f9426592-bf6a-4106-8c78-1ff96bf2b984,S106H.Q.72-73,54836b78-18a6-4f3c-8661-ef022d724131,8550422f-89d5-479f-80de-03c5af2f1b1f,,"{""S106H.Q.72-73"":""8550422f-89d5-479f-80de-03c5af2f1b1f""}",f9426592-bf6a-4106-8c78-1ff96bf2b984.jpg,null,null
1ab9294e-4c65-462e-90e2-ed0630df8eee,S106E.Q.95-98,54836b78-18a6-4f3c-8661-ef022d72411d,8550422f-89d5-479f-80de-03c5af2f1b52,,"{""S106E.Q.95-98"":""8550422f-89d5-479f-80de-03c5af2f1b52""}",1ab9294e-4c65-462e-90e2-ed0630df8eee.jpg,null,null
2a542f2f-8cc1-459d-9984-1340ce879ef8,S106E.Q.95-98,54836b78-18a6-4f3c-8661-ef022d72411e,8550422f-89d5-479f-80de-03c5af2f1b52,,"{""S106E.Q.95-98"":""8550422f-89d5-479f-80de-03c5af2f1b52""}",2a542f2f-8cc1-459d-9984-1340ce879ef8.jpg,null,null
4ea7f80e-fb8b-4b95-a0f6-398c908d7ae8,S106E.Q.95-98,54836b78-18a6-4f3c-8661-ef022d72411f,8550422f-89d5-479f-80de-03c5af2f1b53,,"{""S106E.Q.95-98"":""8550422f-89d5-479f-80de-03c5af2f1b53""}",4ea7f80e-fb8b-4b95-a0f6-398c908d7ae8.jpg,null,null
23b93c3b-ba8c-4e1c-8a48-433779a3783d,S106E.Q.95-98,54836b78-18a6-4f3c-8661-ef022d72412a,8550422f-89d5-479f-80de-03c5af2f1b53,,"{""S106E.Q.95-98"":""8550422f-89d5-479f-80de-03c5af2f1b53""}",23b93c3b-ba8c-4e1c-8a48-433779a3783d.jpg,null,null
80c5dec2-b59c-415c-b180-fb32a0b5c8d8,S106E.Q.95-98,54836b78-18a6-4f3c-8661-ef022d72412b,8550422f-89d5-479f-80de-03c5af2f1b53,,"{""S106E.Q.95-98"":""8550422f-89d5-479f-80de-03c5af2f1b53""}",80c5dec2-b59c-415c-b180-fb32a0b5c8d8.jpg,null,null
2f834177-2510-4d4c-b8ab-4555344b7fb6,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d72412c,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",2f834177-2510-4d4c-b8ab-4555344b7fb6.jpg,null,null
3ec1624c-329b-4075-aa5a-d0a991cd87c5,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724132,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",3ec1624c-329b-4075-aa5a-d0a991cd87c5.jpg,null,null
89f79abb-a464-4e59-8e0d-d10711183748,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724133,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",89f79abb-a464-4e59-8e0d-d10711183748.jpg,null,null
98ea43a7-8b87-4194-89af-56ad813ea6f1,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724134,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",98ea43a7-8b87-4194-89af-56ad813ea6f1.jpg,null,null
1166bafa-17b2-4df7-8b05-12a958e53ef9,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724135,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",1166bafa-17b2-4df7-8b05-12a958e53ef9.jpg,null,null
327940b5-4d45-4cab-9585-a721e84e13cb,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724136,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",327940b5-4d45-4cab-9585-a721e84e13cb.jpg,null,null
d9d873fd-7f5d-4761-aa3a-0e85825462dc,S144w.Q.85,54836b78-18a6-4f3c-8661-ef022d724137,8550422f-89d5-479f-80de-03c5af2f1b54,,"{""S144w.Q.85"":""8550422f-89d5-479f-80de-03c5af2f1b54""}",d9d873fd-7f5d-4761-aa3a-0e85825462dc.jpg,null,null
5cefe5f8-2f1b-4a28-bc41-4a58ba0ef658,S205c.Q.99-100,54836b78-18a6-4f3c-8661-ef022d724138,8550422f-89d5-479f-80de-03c5af2f3b55,,"{""S205c.Q.99-100"":""8550422f-89d5-479f-80de-03c5af2f3b55""}",5cefe5f8-2f1b-4a28-bc41-4a58ba0ef658.jpg,null,null
32d902ae-92eb-4fb7-bc1c-7c805a39101c,S205c.Q.99-100,54836b78-18a6-4f3c-8661-ef022d724139,8550422f-89d5-479f-80de-03c5af2f2b55,,"{""S205c.Q.99-100"":""8550422f-89d5-479f-80de-03c5af2f2b55""}",32d902ae-92eb-4fb7-bc1c-7c805a39101c.jpg,null,null
